Comunidades y Ciudades Autónomas;Sexo;Nivel de formación alcanzado;Periodo;Total
02 Aragón;Ambos sexos;Educación superior;2022T3;372,3
02 Aragón;Ambos sexos;Educación superior;2022T2;352,5
02 Aragón;Ambos sexos;Educación superior;2022T1;354,7
02 Aragón;Ambos sexos;Educación superior;2021T4;347,8
02 Aragón;Ambos sexos;Educación superior;2021T3;349,6
02 Aragón;Ambos sexos;Educación superior;2021T2;350,8
02 Aragón;Ambos sexos;Educación superior;2021T1;352,6
02 Aragón;Ambos sexos;Educación superior;2020T4;338,2
02 Aragón;Ambos sexos;Educación superior;2020T3;347,8
02 Aragón;Ambos sexos;Educación superior;2020T2;352,2
02 Aragón;Ambos sexos;Educación superior;2020T1;338,4
02 Aragón;Ambos sexos;Educación superior;2019T4;341,6
02 Aragón;Ambos sexos;Educación superior;2019T3;337,4
02 Aragón;Ambos sexos;Educación superior;2019T2;334,1
02 Aragón;Ambos sexos;Educación superior;2019T1;328,4
02 Aragón;Ambos sexos;Educación superior;2018T4;331,1
02 Aragón;Ambos sexos;Educación superior;2018T3;328,3
02 Aragón;Ambos sexos;Educación superior;2018T2;319,1
02 Aragón;Ambos sexos;Educación superior;2018T1;306,0
02 Aragón;Ambos sexos;Educación superior;2017T4;309,9
02 Aragón;Ambos sexos;Educación superior;2017T3;308,8
02 Aragón;Ambos sexos;Educación superior;2017T2;307,4
02 Aragón;Ambos sexos;Educación superior;2017T1;307,4
03 Asturias, Principado de;Ambos sexos;Analfabetos;2023T2;2,6
03 Asturias, Principado de;Ambos sexos;Analfabetos;2023T1;3,4
03 Asturias, Principado de;Ambos sexos;Analfabetos;2022T4;4,8
03 Asturias, Principado de;Ambos sexos;Analfabetos;2022T3;6,3
03 Asturias, Principado de;Ambos sexos;Analfabetos;2022T2;7,1
03 Asturias, Principado de;Ambos sexos;Analfabetos;2022T1;7,3
03 Asturias, Principado de;Ambos sexos;Analfabetos;2021T4;6,1
03 Asturias, Principado de;Ambos sexos;Analfabetos;2021T3;4,9
03 Asturias, Principado de;Ambos sexos;Analfabetos;2021T2;5,5
03 Asturias, Principado de;Ambos sexos;Analfabetos;2021T1;4,0
03 Asturias, Principado de;Ambos sexos;Analfabetos;2020T4;5,0
03 Asturias, Principado de;Ambos sexos;Analfabetos;2020T3;4,4
03 Asturias, Principado de;Ambos sexos;Analfabetos;2020T2;4,3
03 Asturias, Principado de;Ambos sexos;Analfabetos;2020T1;6,0
03 Asturias, Principado de;Ambos sexos;Analfabetos;2019T4;4,8
03 Asturias, Principado de;Ambos sexos;Analfabetos;2019T3;3,5
03 Asturias, Principado de;Ambos sexos;Analfabetos;2019T2;4,9
03 Asturias, Principado de;Ambos sexos;Analfabetos;2019T1;4,9
03 Asturias, Principado de;Ambos sexos;Analfabetos;2018T4;5,5
03 Asturias, Principado de;Ambos sexos;Analfabetos;2018T3;5,4
03 Asturias, Principado de;Ambos sexos;Analfabetos;2018T2;6,3
03 Asturias, Principado de;Ambos sexos;Analfabetos;2018T1;7,2
03 Asturias, Principado de;Ambos sexos;Analfabetos;2017T4;6,9
03 Asturias, Principado de;Ambos sexos;Analfabetos;2017T3;7,1
03 Asturias, Principado de;Ambos sexos;Analfabetos;2017T2;6,8
03 Asturias, Principado de;Ambos sexos;Analfabetos;2017T1;5,9
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2023T2;15,8
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2023T1;20,1
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2022T4;18,0
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2022T3;23,1
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2022T2;23,6
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2022T1;20,9
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2021T4;20,9
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2021T3;21,5
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2021T2;21,0
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2021T1;19,5
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2020T4;18,5
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2020T3;22,0
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2020T2;19,8
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2020T1;23,7
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2019T4;25,0
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2019T3;24,5
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2019T2;29,2
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2019T1;29,4
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2018T4;27,8
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2018T3;29,4
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2018T2;28,4
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2018T1;27,4
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2017T4;24,5
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2017T3;25,1
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2017T2;23,5
03 Asturias, Principado de;Ambos sexos;Estudios primarios incompletos;2017T1;26,2
03 Asturias, Principado de;Ambos sexos;Educación primaria;2023T2;73,2
03 Asturias, Principado de;Ambos sexos;Educación primaria;2023T1;68,7
03 Asturias, Principado de;Ambos sexos;Educación primaria;2022T4;75,1
03 Asturias, Principado de;Ambos sexos;Educación primaria;2022T3;74,8
03 Asturias, Principado de;Ambos sexos;Educación primaria;2022T2;82,4
03 Asturias, Principado de;Ambos sexos;Educación primaria;2022T1;82,6
03 Asturias, Principado de;Ambos sexos;Educación primaria;2021T4;95,2
03 Asturias, Principado de;Ambos sexos;Educación primaria;2021T3;99,3
03 Asturias, Principado de;Ambos sexos;Educación primaria;2021T2;95,6
03 Asturias, Principado de;Ambos sexos;Educación primaria;2021T1;104,0
03 Asturias, Principado de;Ambos sexos;Educación primaria;2020T4;109,1
03 Asturias, Principado de;Ambos sexos;Educación primaria;2020T3;116,0
03 Asturias, Principado de;Ambos sexos;Educación primaria;2020T2;119,8
03 Asturias, Principado de;Ambos sexos;Educación primaria;2020T1;126,2
03 Asturias, Principado de;Ambos sexos;Educación primaria;2019T4;127,2
03 Asturias, Principado de;Ambos sexos;Educación primaria;2019T3;126,7
03 Asturias, Principado de;Ambos sexos;Educación primaria;2019T2;137,9
03 Asturias, Principado de;Ambos sexos;Educación primaria;2019T1;146,0
03 Asturias, Principado de;Ambos sexos;Educación primaria;2018T4;150,7
03 Asturias, Principado de;Ambos sexos;Educación primaria;2018T3;166,5
03 Asturias, Principado de;Ambos sexos;Educación primaria;2018T2;170,8
03 Asturias, Principado de;Ambos sexos;Educación primaria;2018T1;168,0
03 Asturias, Principado de;Ambos sexos;Educación primaria;2017T4;171,1
03 Asturias, Principado de;Ambos sexos;Educación primaria;2017T3;181,2
03 Asturias, Principado de;Ambos sexos;Educación primaria;2017T2;189,6
03 Asturias, Principado de;Ambos sexos;Educación primaria;2017T1;194,3
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2023T2;278,4
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2023T1;291,4
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2022T4;280,9
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2022T3;282,4
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2022T2;279,5
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2022T1;282,0
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2021T4;264,2
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2021T3;259,1
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2021T2;271,0
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2021T1;260,2
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2020T4;248,0
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2020T3;241,6
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2020T2;244,7
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2020T1;245,4
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2019T4;248,2
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2019T3;243,3
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2019T2;241,5
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2019T1;232,3
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2018T4;227,1
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2018T3;211,0
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2018T2;210,5
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2018T1;214,3
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2017T4;211,8
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2017T3;210,7
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2017T2;211,0
03 Asturias, Principado de;Ambos sexos;Primera etapa de educación secundaria y similar;2017T1;211,1
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T2;130,9
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T1;115,9
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T4;121,7
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T3;122,2
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T2;121,7
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T1;113,5
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T4;111,1
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T3;111,6
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T2;114,3
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T1;116,0
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T4;123,8
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T3;121,1
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T2;119,4
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T1;124,6
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T4;122,7
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T3;126,9
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T2;119,7
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T1;119,9
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T4;123,6
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T3;120,1
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T2;115,2
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T1;118,1
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T4;119,0
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T3;117,0
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T2;118,5
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T1;117,9
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;85,6
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;87,5
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;89,4
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;83,5
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;77,3
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;73,4
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;79,4
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;82,0
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;81,1
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;84,7
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;80,0
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;81,6
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;79,7
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;71,7
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;69,1
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;72,9
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;70,1
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;71,5
03 Asturias, Principado de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;69,8
